Index;Text;Verb_Syllables;Structural_priming;NP_Givenness;NP_Length;NP_Concreteness;NP_starting_tone;Response;Filename;TimePeriod;TimePeriod2;Genre;Formality;Mode;Region
872;...无数小丘，丘上各有大穴，其广数丈，深不可测。从那穴中，不时的[[[喷出沸水来]]]，高可十余丈或数丈，有的如蜂窝形一般，甚为奇观。计算它喷出的时...;1;No;New;2;Concrete;4;Split;1930s\1935\文学\小说笔记\1935 钟毓龙 上古秘史.txt;1930s;1;Fiction;Lower;Written;Mainland
1911;...干开了。萧子英跑到那位还在一心一意拾掇水箱的董桂新跟前，向他[[[伸出手来]]]。技术员正在专心摆弄水箱，抬头看了看萧主任，又俯下头去。萧子英...;1;No;New;1;Concrete;3;Split;1950s\1950\报刊\人民日报\rmrb_1950_09.txt;1950s;2;News_report;Higher;Written;Mainland
1180;...了。一点很尖很小很有力的小风象刀刃似的削着他的脸，使他的鼻子[[[流出清水来]]]。他的嘴前老有些很白的白气。往院中一撒眼，他觉得院子仿佛宽大了...;1;No;New;2;Concrete;1;Split;1940s\1945\文学\1945 老舍 四世同堂第二部_偷生.txt;1940s;2;Fiction;Lower;Written;Mainland
1861;...打招呼。这时在码头上，正有不少战士腰间围着麻袋，手上戴着早已[[[磨出棉花来]]]的手套，推着装满大石块的四轮小平车，在铁道上跑着。这些同志也在...;1;No;New;2;Concrete;2;Split;1950s\1950\报刊\人民日报\rmrb_1950_06.txt;1950s;2;News_report;Higher;Written;Mainland
1204;...群众诉苦时说：“我知道你贷过账，你为啥不诉苦呢？你要不诉，斗[[[争出小米来]]]更没你的！”有的说：“你诉吧！诉出来我给你解决。”大家认为这都...;2;No;New;2;Concrete;3;Split;1940s\1946\报刊\人民日报\rmrb_1946_07.txt;1940s;2;News_report;Higher;Written;Mainland
1090;玳珍回到起坐间里来，一拍手道：“这可[[[闯出祸来]]]了！”;1;No;New;1;Non-concrete;4;Split;1940s\1944\文学\1944 张爱玲 金锁记.txt;1940s;2;Fiction;Lower;Written;Mainland
883;...史，是人类心理留下的影像，我们取历史上的事，本力学规律，把他[[[绘出图来]]]，即知人事纷纷扰扰，皆有一定的轨道。作图之法，例如心中念及某事...;1;No;New;1;Concrete;2;Split;1930s\1936\应用文\议论文\1936 李宗吾 厚黑学.txt;1930s;1;Essay;Higher;Written;Mainland
1362;...手段，编成快板，写在下面。如：孟林善活阎王，笑里藏刀杀穷人，[[[说出话来]]]甜如密，肚子里边有刀枪……，同会基点也把减租六百石粮一布袋一布...;1;No;New;1;Non-concrete;4;Split;1940s\1947\报刊\人民日报\rmrb_1947_09.txt;1940s;2;News_report;Higher;Written;Mainland
1874;...思说一说。抱歉的是手头虽然有不少的例子，可没有工夫分类研究，[[[提出典型来]]]，供朋友们参考。;1;No;New;2;Non-concrete;3;Split;1950s\1950\报刊\人民日报\rmrb_1950_06.txt;1950s;2;News_report;Higher;Written;Mainland
158;老祖父从涩哑喉咙中哼了一声，没[[[说出话来]]]。;1;No;New;1;Non-concrete;4;Split;1920s\1923\文学\1923 王统照 生与死的一行列.txt;1920s;1;Fiction;Lower;Written;Mainland
1901;...图方面，二八八页二一六图没有中国北京猿人图，在教学时同学们会[[[提出疑问来]]]的。我想至少应该增上“北京人”的头盖骨的图。;1;No;New;2;Non-concrete;2;Split;1950s\1950\报刊\人民日报\rmrb_1950_08.txt;1950s;2;News_report;Higher;Written;Mainland
1926;...心里呻吟着，“死在没有打仗的阵地上？”她追问了一句，心中不禁[[[冒出火来]]]。“我是一个共产党员，共产党员没有克服不了的困难！”她不觉念出...;1;No;New;1;Concrete;3;Split;1950s\1950\报刊\人民日报\rmrb_1950_09.txt;1950s;2;News_report;Higher;Written;Mainland
1417;...虽然是夜里，月亮照着呢；我要在月光底下把你剁得稀烂。（拔剑）[[[拔出剑来]]]，你这婊子生的、臭打扮的下流东西，拔出剑来！;1;No;New;1;Concrete;4;Split;1940s\1947\翻译作品\文学\1944 朱生豪 李尔王.txt;1940s;2;Fiction_tanslation;Lower;Written;Mainland
229;...点头，趁势和廖贞走开了。朱太祖沿路乘着灯光月色回到宫里，连夜[[[传出谕旨来]]]，命禁军统领姚深把那景运街的居民一齐逮捕了，立时正法。第二天早...;1;No;New;2;Non-concrete;4;Split;1920s\1927\文学\小说笔记\1927 许啸天 明代宫闱史.txt;1920s;1;Fiction;Lower;Written;Mainland
1249;...时，一个老太太也现出来。他们站在门口向外望着，好像一对从窠里[[[探出头来]]]的小燕。老人——徐大爷。“口欧口欧口欧！”他吆喝住狗！一面高声...;1;No;New;1;Concrete;2;Split;1940s\1946\文学\1946 师陀 期待.txt;1940s;2;Fiction;Lower;Written;Mainland
1016;...讲究赁漂亮的车，拉“整天儿”，爱什么时候出车与收车都有自由；[[[拉出车来]]]，在固定的“车口”①或宅门一放，专等坐快车的主儿；弄好了，也许...;1;No;Given;1;Concrete;1;Split;1930s\1939\文学\1939 老舍 骆驼祥子.txt;1930s;1;Fiction;Lower;Written;Mainland
784;她仿佛看见那张血脸把口张开，[[[说出话来]]]：“你会常常记着我吗？”;1;No;New;1;Concrete;4;Split;1930s\1934\文学\1934 巴金 电.txt;1930s;1;Fiction;Lower;Written;Mainland
1199;...呼声纵情的欢笑声，历久不绝。佃户中一个姓张的老头子几乎感动得[[[流出泪来]]]说：“在头上的千斤闸可毁啦！”四千余佃户胜利了！巨大的行列，敲...;1;No;New;1;Concrete;4;Split;1940s\1946\报刊\人民日报\rmrb_1946_05.txt;1940s;2;News_report;Higher;Written;Mainland
1108;老人把眼闭严，没[[[回出话来]]]。;1;No;New;1;Non-concrete;4;Split;1940s\1944\文学\1944 老舍 四世同堂第一部_惶惑.txt;1940s;2;Fiction;Lower;Written;Mainland
100;...及了。在国内干出丑事来，只害了自家本人，被辱没的有限，在此地[[[干出丑事来]]]，新闻上一宣布，就连“中华民国”四个字都被玷污了。我们没有悬崖...;1;Split;Given;2;Non-concrete;3;Split;1920s\1922\文学\小说笔记\1922_10_1 向恺然 留东外史续集.txt;1920s;1;Fiction;Lower;Written;Mainland
383;...我在这里赔罪，也该算了，为什么兀地哭得不休呢？万一伤感过度，[[[弄出毛病来]]]，便怎么办呢？”她下死劲朝他一瞅，说道：“谁要你在这里罗嗦没了...;1;No;New;2;Non-concrete;2;Split;1920s\1928\文学\小说笔记\1928 徐哲身 汉代宫廷艳史.txt;1920s;1;Fiction;Lower;Written;Mainland
125;...毓姊妹，不要被人挤散了。自己分开众人，挤向前去买入场券。陈毓[[[拿出钱来]]]，要何达武去代买。周撰止住道：“此时买的人太多，铁脚闹不清楚。...;1;No;New;1;Concrete;2;Split;1920s\1922\文学\小说笔记\1922_10_1 向恺然 留东外史续集.txt;1920s;1;Fiction;Lower;Written;Mainland
420;...尝点烛，宫殿之间，都悬挂着夜明珠，到了天色已晚，那夜明珠自然[[[放出光来]]]，照耀数丈，如同白昼。妃嫔宫人，习以为常，见了灯烛，都憎嫌着有...;1;No;New;1;Concrete;1;Split;1920s\1929\文学\小说笔记\1929 许慕羲 宋代宫闱史.txt;1920s;1;Fiction;Lower;Written;Mainland
16;...者也不必多说刻薄话。至于公司集股，从先很踊跃，近来也多观望。[[[拿出股本来]]]，不但见不着股息红利，连股本都完了。类如某火柴公司、某玻璃公司...;1;No;New;2;Non-concrete;3;Split;1920s\1921\文学\1921 蔡友梅 益世余墨.txt;1920s;1;Fiction;Lower;Written;Mainland
272;...曾腐烂的，看上去竟面目如生。行刑吏砍下尸身的头颅，尸腔在竟会[[[流出鲜血来]]]。当时目睹的人很为诧异，都说仇鸾应该要受王法，遭身首异处的罪名...;1;No;New;2;Concrete;1;Split;1920s\1927\文学\小说笔记\1927 许啸天 明代宫闱史.txt;1920s;1;Fiction;Lower;Written;Mainland
1989;...年冀中人民政府公安机关破获了“献县天主堂间谍案”也是从教堂内[[[搜出电台来]]]，另外还有蒋匪“第十一战区司令长官部”孙连仲签署的“呈悉，已派...;1;No;New;2;Non-concrete;4;Split;1950s\1951\报刊\人民日报\rmrb_1951_01.txt;1950s;2;News_report;Higher;Written;Mainland
1514;有的人家还[[[放出话来]]]，说是小孩出天花，不能见外人。;1;No;New;1;Non-concrete;4;Split;1940s\1948\文学\1948 周立波 暴风骤雨.txt;1940s;2;Fiction;Lower;Written;Mainland
432;...假如懂得些天文，就可看星辰的所在，定出方向，程度稍高的，并可[[[定出时间来]]]。辛亥革命以前，我在两广，每至黑夜用兵，往往要借重星月，做我的...;1;No;New;2;Non-concrete;2;Split;1920s\192x\文学\小说笔记\192x 蔡东藩_许廑父 民国演义.txt;1920s;1;Fiction;Lower;Written;Mainland
40;...都是文官，不必说，你我手下有的是兵，也好学着人家不闻不问么。[[[闹出乱子来]]]，姑息养奸的罪谁也推不去。赫协台你可怎么说呢？”;1;No;New;2;Non-concrete;4;Split;1920s\1921\文学\小说笔记\1921 陆士谔 清朝秘史.txt;1920s;1;Fiction;Lower;Written;Mainland
828;“西口把严没有？”包善卿好容易[[[说出话来]]]。;1;No;New;1;Non-concrete;4;Split;1930s\1935\文学\1935 老舍 蛤藻集_且说屋里.txt;1930s;1;Fiction;Lower;Written;Mainland
1730;...产手段与劳动力，并在它们两者的结合发生作用中才能生产，才能生[[[产出生产物来]]]。而劳动力的消费，更直接的是劳动力的使用——劳动。由于劳动力与...;2;No;New;3;Non-concrete;3;Split;1940s\1949\报刊\人民日报\rmrb_1949_11.txt;1940s;2;News_report;Higher;Written;Mainland
416;...暗为光义筹划道：“主上英明果断，灯照靡遗，殿下万万不可轻率，[[[露出形迹来]]]，反为不美。臣知太后，于诸子之中，最为钟爱的乃是殿下。且因周室...;1;No;New;3;Non-concrete;2;Split;1920s\1929\文学\小说笔记\1929 许慕羲 宋代宫闱史.txt;1920s;1;Fiction;Lower;Written;Mainland
1382;...，堆起来。扑水要注意扑湿就行，撒上土一混拌，土全粘在上面，不[[[流出水来]]]为宜，水太多了烂不好，太少了怕烧坏。在堆时垫在下边一层驴马肥，...;1;No;New;1;Concrete;3;Split;1940s\1947\报刊\人民日报\rmrb_1947_11.txt;1940s;2;News_report;Higher;Written;Mainland
1271;...才忙站起来，和着爱默说：“不多坐一会儿么？不送，不送。”颐谷[[[掏出表来]]]，看时间不早，也想告辞，只希望大家都走，混在人堆里，七嘴八舌中...;1;No;New;1;Concrete;3;Split;1940s\1946\文学\1946_4 钱钟书 猫.txt;1940s;2;Fiction;Lower;Written;Mainland
1703;...命将从全世界广大的同情而获得坚强的助力，今天第一友邦苏联首先[[[伸出手来]]]，就是一个良好的开始。还不止这些，从这上边一步步前进，将使东半...;1;No;New;1;Non-concrete;3;Split;1940s\1949\报刊\人民日报\rmrb_1949_10.txt;1940s;2;News_report;Higher;Written;Mainland
338;王莽因得手握大权，不似当年的谦恭下士，渐渐的[[[拿出手段来]]]了。太皇太后遂与王莽商量，应立何人为嗣？王莽听了，慌忙免冠伏地...;1;No;New;2;Non-concrete;3;Split;1920s\1928\文学\小说笔记\1928 徐哲身 汉代宫廷艳史.txt;1920s;1;Fiction;Lower;Written;Mainland
1242;...“双十二”事变称：“‘双十二’对于中国人民的教训，那就是需要[[[拿出力量来]]]。人民愈有力量，就愈能迫使国民党反动派就范，当年蒋介石之所以半...;1;No;New;2;Non-concrete;4;Split;1940s\1946\报刊\人民日报\rmrb_1946_12.txt;1940s;2;News_report;Higher;Written;Mainland
1543;...他们俩给铁路学校的校长栽赃。军部的人既有特殊的势力，又能即使[[[惹出祸来]]]也与他无关。“总得弄点什么给我们吃哟！”晓荷笑着说：“哪怕有四...;1;No;New;1;Non-concrete;4;Split;1940s\1948\文学\1948 老舍 四世同堂第三部_饥荒.txt;1940s;2;Fiction;Lower;Written;Mainland
1816;...？站在林业工作者的立场，我们以为最好用事实表现，提起精神来，[[[拿出力量来]]]，抓紧机会，针对时令，迅速地，积极地，在被封建主和帝国主义一再...;1;Split;New;2;Non-concrete;4;Split;1950s\1950\报刊\人民日报\rmrb_1950_03.txt;1950s;2;News_report;Higher;Written;Mainland
589;...到那里去看看，收拾那边的残局。花了几个钱，倒是小事，可不要再[[[闹出笑话来]]]。”燕西道：“这自然是我的事，他们都叫我打一个电报到上海去，我...;1;No;New;2;Non-concrete;4;Split;1930s\1932\文学\1932 张恨水 金粉世家.txt;1930s;1;Fiction;Lower;Written;Mainland
284;...退归馆驿，身上好似释了重负，想起了他被赚时的经过，不由地连连[[[吐出舌头来]]]，半晌缩不进去。第二天太宗皇帝圣;1;No;New;2;Concrete;2;Split;1920s\1927\文学\小说笔记\1927 许啸天 明代宫闱史.txt;1920s;1;Fiction;Lower;Written;Mainland
936;...害，他们跟福官厉害，明白了吧？臭王八！”这最后的称赞，他没肯[[[指出姓名来]]]，怕桌子传给那个人，而他的屁股遭殃。;1;No;New;2;Non-concrete;4;Split;1930s\1936\文学\1936 老舍_牛天赐传.txt;1930s;1;Fiction;Lower;Written;Mainland
1057;...的讲起来。他讲：‘这焦光普，虽说是个丑，可是个大脚色，唱就得[[[唱出劲来]]]！’说著就举起他的旱烟袋算码鞭子，下边虽然坐著，上边就抡打起来...;1;No;New;1;Non-concrete;4;Split;1940s\1943\文学\1943 赵树理 李有才板话.txt;1940s;2;Fiction;Lower;Written;Mainland
984;...不去深想这个。因为他的思想停留在别的事情上面。他从觉新的怀里[[[伸出头来]]]。觉新的眼泪落到了他的额上。他不觉惊叫道：“爹爹，你怎么哭了？...;1;No;New;1;Concrete;2;Split;1930s\1938\文学\1938 巴金 春.txt;1930s;1;Fiction;Lower;Written;Mainland
987;...：“大小姐听见大少爷病了，很着急。大小姐说大少爷是为她的喜事[[[忙出病来]]]的，所以她心里很不安。她恨不得亲自过来看大少爷。怎奈姑少爷脾气...;1;No;Given;1;Non-concrete;4;Split;1930s\1938\文学\1938 巴金 春.txt;1930s;1;Fiction;Lower;Written;Mainland
1432;...了，并独自敢坚持意见，最后都划了一遍，各组一总结，便于十八号[[[写出榜来]]]，全村共二百三十四户，地主八户，富农十户，上中农二十四户，老中...;1;No;New;1;Concrete;3;Split;1940s\1948\报刊\人民日报\rmrb_1948_04.txt;1940s;2;News_report;Higher;Written;Mainland
739;...国人荷包里去，一年有好几万万！我们是国货工厂，你们是中国人，[[[造出国货来]]]，中国工人也要帮忙中国老板！成本重了，货就销不出；你们帮忙我，...;1;No;Given;2;Non-concrete;2;Split;1930s\1933\文学\1933 茅盾 子夜.txt;1930s;1;Fiction;Lower;Written;Mainland
347;...李雪梅请上楼来，到床前略一诊视。李雪梅捋着胡子，沉吟了一会，[[[退出房来]]]。阴识躬身问道：“敢问老先生，舍妹可有回生之望么？”李雪梅摇头...;1;No;New;1;Concrete;2;Split;1920s\1928\文学\小说笔记\1928 徐哲身 汉代宫廷艳史.txt;1920s;1;Fiction;Lower;Written;Mainland
156;...头旁边一卷字纸，低头凑近一看，就是留在持田家的那份日记。圆子[[[脱出手来]]]，拿了那卷日记，几下撕得粉碎道：“你要归国就归国罢了，偏要留下...;1;No;New;1;Concrete;3;Split;1920s\1922\文学\小说笔记\1922_10_1 向恺然 留东外史续集.txt;1920s;1;Fiction;Lower;Written;Mainland
75;...器隽不要求出气，我等同乡会也应研究一个善后的办法。不然，将来[[[弄出人命来]]]，同乡的也难免拖累。这几日的谣言，布满了东京全市，几于无人不谈...;1;No;New;2;Non-concrete;2;Split;1920s\1922\文学\小说笔记\1922_10_1 向恺然 留东外史续集.txt;1920s;1;Fiction;Lower;Written;Mainland
1143;...娇，用手绢轻轻搌了搌眼，大方的，坚决的，收住了泪。从泪里，她[[[提出声音来]]]：“松叔叔！”;1;No;New;2;Concrete;1;Split;1940s\1944\文学\1944 老舍 火葬.txt;1940s;2;Fiction;Lower;Written;Mainland
1594;...，锻炼锻炼吧。”有的就想：“去了一定要考察事情，少说为佳，别[[[惹出漏子来]]]。”有的化了装，穿上一身短衣服，有自行车不敢骑来。教师们到会之...;1;No;New;2;Non-concrete;4;Split;1940s\1949\报刊\人民日报\rmrb_1949_03.txt;1940s;2;News_report;Higher;Written;Mainland
161;...了咸亨的掌柜，托他作一个保，半现半赊的买一具棺木。蓝皮阿五也[[[伸出手来]]]，很愿意自告奋勇；王九妈却不许他，只准他明天抬棺材的差使，阿五...;1;No;New;1;Concrete;3;Split;1920s\1923\文学\1923 鲁迅 呐喊.txt;1920s;1;Fiction;Lower;Written;Mainland
